Image_ID,IoU,Dice,Accuracy,Sensitivity,Specificity
ISIC_0012169.jpg,0.521313820233702,0.6853468538839916,0.9118833111701976,0.5671017953601214,0.9821099974849679
ISIC_0012236.jpg,0.9008350840666254,0.9478308682512202,0.9961464840474511,0.9903949736936746,0.9963572236499406
ISIC_0012292.jpg,0.7903768612871219,0.8829167516373186,0.9978050199467919,0.9601581332543435,0.998132339170141
ISIC_0012302.jpg,0.8112891309104056,0.8958140553768227,0.9908294547872176,0.9954170408852853,0.9906402622761795
ISIC_0012337.jpg,0.8492202241127119,0.9184630505760152,0.9967456781914729,0.9867911189058941,0.9969340765484803
ISIC_0012373.jpg,0.9517697025494436,0.975288940397242,0.9920383871111356,0.9911362483482299,0.9922083320926122
ISIC_0012405.jpg,0.9305867358624583,0.9640455086279599,0.9944596077127494,0.9632007897860284,0.9970715463780313
ISIC_0012418.jpg,0.5718383119375803,0.727604496715294,0.9795495890019624,0.9996403643106534,0.9789852349861049
ISIC_0012456.jpg,0.9016514133439049,0.9482825369749776,0.9969808938977781,0.9982752765018241,0.9969439814432229
ISIC_0012472.jpg,0.43518710511967984,0.6064534771351499,0.8652785929900986,0.9999999999999212,0.8496744137089348
ISIC_0012479.jpg,0.8873804553305054,0.9403302368892161,0.9956974257923782,0.998909450623447,0.9955845833028812
ISIC_0012558.jpg,0.9192363642877835,0.9579188696009378,0.9942817687987017,0.9265581723702928,0.9993982420460592
ISIC_0012559.jpg,0.9267154523254674,0.9619640006592145,0.9964853922524775,0.971320586924824,0.9976920452848168
ISIC_0012560.jpg,0.8921101677319729,0.9429790959807842,0.997350056966019,0.9981464318755899,0.9973321823059466
ISIC_0012563.jpg,0.9079251711310076,0.9517408595147309,0.9400685628254013,0.9223984630527526,0.9715757884601057
ISIC_0012564.jpg,0.8561249460190945,0.9224863313811497,0.9796651204425838,0.988942467574629,0.9783717372153063
ISIC_0012566.jpg,0.9026561587824625,0.9488379228331886,0.9966074625649775,0.9428353658500653,0.9984635460513925
ISIC_0012572.jpg,0.6207992052928543,0.7660408559747351,0.845645904540908,0.6217839811518935,0.9989139306070209
ISIC_0012591.jpg,0.9368910067006947,0.9674173750195654,0.987234751383338,0.952659469064406,0.9958205752144085
ISIC_0012592.jpg,0.7064168946350383,0.8279534700529603,0.9605623881020914,0.726045122436956,0.9958223932010041
ISIC_0012596.jpg,0.8772518477909498,0.9346128478427156,0.9339447021483187,0.8774674784448085,0.9997137572658865
ISIC_0012599.jpg,0.8612809475499474,0.9254711908846153,0.9485321044920669,0.8730822679263226,0.9920897246644567
ISIC_0012603.jpg,0.9573600548778378,0.9782155842938036,0.9816627502440158,0.9823185512616441,0.981189568780555
ISIC_0012606.jpg,0.954108176574403,0.9765152083309705,0.9777018229165424,0.9881287944489949,0.9684865092746415
ISIC_0012607.jpg,0.6750384733759041,0.805997574509938,0.9462992350259214,0.6929104006060495,0.9949198574163725
ISIC_0012611.jpg,0.8921094665100138,0.9429787042453787,0.9742329915363345,0.9906584050698901,0.9697325108212317
ISIC_0012624.jpg,0.8675494399107423,0.9290778828882902,0.9805145263670628,0.9992433896135321,0.9777720763165062
ISIC_0012625.jpg,0.9119123983534908,0.953926967719667,0.9861704508462288,0.969016799778841,0.9891441871566917
ISIC_0012634.jpg,0.9255092541454607,0.9613137430037446,0.9759877522785217,0.9968051118206628,0.9670959031385254
ISIC_0012647.jpg,0.8619734732530572,0.9258708414863739,0.9903666178384157,0.9999999999978864,0.9897499729406606
ISIC_0012650.jpg,0.23612845431340052,0.38204517255378045,0.71375020345043,0.24469731067843314,0.9794441965706507
ISIC_0012651.jpg,0.8595340215174926,0.9244617324248369,0.960688273111857,0.8739236483236289,0.9936416590636196
ISIC_0012698.jpg,0.7210338113832241,0.8379077814906111,0.9963560505318984,0.9999999999982351,0.9963214041020154
ISIC_0012925.jpg,0.34266897324405576,0.510429569868029,0.8870686502659427,0.8770190795743615,0.8877917880176209
ISIC_0012935.jpg,0.8723790347628269,0.9318402081695286,0.9982932180850899,0.9835213339858705,0.9984705537009254
ISIC_0012948.jpg,0.8145720064405165,0.8978117192917459,0.9695058178191329,0.8466548091680757,0.9925969675804645
ISIC_0013143.jpg,0.8530358385522028,0.9206900598519335,0.9938216422872176,0.9952989915201949,0.9937664224161693
ISIC_0014676.jpg,0.8795666453855738,0.9359249351917923,0.9835849765599024,0.9971192270974082,0.9817353590363387
ISIC_0014758.jpg,0.8633577654760265,0.9266688141935717,0.9513742872606709,0.9892236306708293,0.934323142118545
ISIC_0014759.jpg,0.8087330760744492,0.8942536483378392,0.8375705035503394,0.8092186078471233,0.9966318228357433
ISIC_0014887.jpg,0.9569922175681866,0.9780235291455293,0.9841325569027051,0.9979749929379141,0.9765539533147075
ISIC_0014888.jpg,0.8290977871010239,0.906564747875048,0.9766666002013129,0.9970954764181249,0.974050355665054
ISIC_0014905.jpg,0.9507497407218168,0.9747531637451559,0.9927763608796193,0.9719712035825235,0.996261247353874
ISIC_0014906.jpg,0.9367324367759048,0.9673328323403219,0.9903463793086689,0.9613034037246039,0.995418791174147
ISIC_0014953.jpg,0.9527724537460716,0.9758151308600599,0.9857582678434158,0.9805547505401984,0.9879148672203304
ISIC_0014967.jpg,0.7288410433695699,0.8431556459916453,0.9287925181433349,0.9999999999999825,0.9119376784982283
ISIC_0014976.jpg,0.8076969951356139,0.8936198901796817,0.8822217653228045,0.9985738913184631,0.7679955740911796
ISIC_0014997.jpg,0.9538395033370746,0.9763744685353708,0.9914092646821577,0.955174023830534,0.9996806286728074
ISIC_0015001.jpg,0.9521028376204476,0.9754638119178507,0.9913352382225921,0.9521936536983535,0.9999789360383525
ISIC_0015029.jpg,0.9440658272250803,0.9712282516406561,0.9700685668070312,0.9554484457189406,0.9864721691300545
ISIC_0015069.jpg,0.8263920382854336,0.9049448540755003,0.9411654927040735,0.8867196355562578,0.9662998163407777
ISIC_0015074.jpg,0.8634734263779399,0.926735433041603,0.9512805609053122,0.9999999999999889,0.9295829517727247
ISIC_0015085.jpg,0.9065859299131946,0.9510045319116257,0.9526252952353222,0.9999605411661204,0.9123366148472916
ISIC_0015088.jpg,0.9355704913527028,0.9667129102581691,0.9416006603441646,0.9727219750199987,0.7299886610090321
ISIC_0015092.jpg,0.9420556256753999,0.9701633807196184,0.9904890883968422,0.9430410962693557,0.9997948362797926
ISIC_0015094.jpg,0.9536791133131136,0.9762904325632401,0.9967595342658989,0.9689095735995555,0.9988190158239301
ISIC_0015104.jpg,0.9480222130630636,0.9733176620942084,0.9817926909221376,0.9654193007313809,0.9903778954337216
ISIC_0015117.jpg,0.9213203462488126,0.9590491747486036,0.9838276808075792,0.9213204984580189,0.9999999572563567
ISIC_0015120.jpg,0.8833466062570599,0.9380605814376485,0.9537770307542833,0.9546125319896124,0.9532933317437369
ISIC_0015121.jpg,0.9506338016256758,0.9746922265300735,0.984657770802,0.9795637421057797,0.9868576556203039
ISIC_0015137.jpg,0.8947843435907986,0.944470906799975,0.9747606700430747,0.9088617370295945,0.9951356693167145
ISIC_0015154.jpg,0.7223859669077499,0.8388200795721422,0.8940468827418453,0.9860320744332324,0.858344269783024
ISIC_0015165.jpg,0.9606932994214006,0.9799526521612539,0.9891315399219194,0.9648110245079331,0.9983715569222802
ISIC_0015169.jpg,0.9694790714390125,0.984503044991137,0.989836610424247,0.9954495954372444,0.9871425569021572
ISIC_0015227.jpg,0.8817350544152254,0.9371511173651771,0.9656279027228468,0.9997283760891069,0.9538738260290126
ISIC_0015228.jpg,0.569664479802717,0.72584235310506,0.6527435336548145,0.8374001105935223,0.4280114445938912
ISIC_0015257.jpg,0.8743933552501842,0.9329881081801794,0.9652327791168478,0.8761130422794883,0.9992493132780185
ISIC_0015261.jpg,0.7736379318632807,0.8723741390110458,0.9240488633278613,0.9990289876357115,0.8977276856101061
ISIC_0015265.jpg,0.801326316927089,0.8897070002220188,0.9596340580387838,0.9895307701607078,0.9537463083053483
ISIC_0015275.jpg,0.879834269375011,0.9360764230216205,0.9750782406873605,0.9979446626066182,0.9699615595713417
ISIC_0015281.jpg,0.9710950596327045,0.985335592910125,0.9908023542954919,0.9749940748534551,0.9981370859740346
ISIC_0015290.jpg,0.937868275218012,0.9679381072611871,0.9958942041021749,0.9381862885818949,0.9999760160269167
ISIC_0015338.jpg,0.73972957452746,0.850396044716758,0.809319593834981,0.7489959770182864,0.9672121799206652
ISIC_0015350.jpg,0.9381932785348054,0.9681111671628962,0.9918872303807686,0.9393378785188123,0.9998159246121877
ISIC_0015352.jpg,0.9611469482844208,0.9801886076157794,0.9900333575495978,0.9675827892350437,0.9977103086375538
ISIC_0015365.jpg,0.8945617115714103,0.9443468704214781,0.9755212545923285,0.9642690580330423,0.9786099859357618
ISIC_0015366.jpg,0.9164867531586003,0.9564237808042452,0.9398556630496728,0.919495968968032,0.9916474879914318
ISIC_0015375.jpg,0.5305353186032085,0.6932676589095425,0.677184612638182,0.5305353186032085,0.9999999999999891
ISIC_0015380.jpg,0.6218830293166928,0.7668654496973129,0.9435783767571708,0.9692995694453624,0.9408552653783714
ISIC_0015381.jpg,0.9650858533957694,0.982232762734566,0.9844242483793849,0.9871706498455313,0.9822999747548773
ISIC_0015385.jpg,0.8871003235683707,0.9401729335628832,0.9819638257372708,0.9999687238718749,0.978990784984519
ISIC_0015389.jpg,0.8848489832771236,0.9389070330066087,0.9711835395488627,0.890338000158718,0.9979464613884212
ISIC_0015398.jpg,0.9090644374334952,0.9523664257824861,0.9783992599509415,0.9092059327944045,0.9999515184934581
ISIC_0015399.jpg,0.7932405391145807,0.8847006542761365,0.8899482706363939,0.8204218751756877,0.9636674053438569
ISIC_0015408.jpg,0.7495780295077865,0.856867218112778,0.9540987009628279,0.9734607631575933,0.9509168464629143
ISIC_0015430.jpg,0.8546820564459734,0.9216480565771518,0.962933588113804,0.9999999999999841,0.9526002104049591
ISIC_0015435.jpg,0.7549292436898418,0.860352913263396,0.9024291495229576,0.854739748672297,0.9282938856299453
ISIC_0015438.jpg,0.8416451618464541,0.9140144684577688,0.9368077131924178,0.8440483840238291,0.9981128595389638
ISIC_0015441.jpg,0.8857741968685043,0.9394276349092179,0.9131916300014428,0.9819846722213518,0.7632378148653337
ISIC_0015448.jpg,0.5043563659628894,0.6705277783566493,0.6674575034340637,0.5264827904938957,0.9210753969779606
ISIC_0015450.jpg,0.4364542227039711,0.6076827452007385,0.5661769763457671,0.4372558722545205,0.9939061645204971
ISIC_0015451.jpg,0.42566859908277543,0.5971494348078306,0.4436011111480021,0.42566859908277543,0.9999999999998913
ISIC_0015463.jpg,0.862699156248175,0.9262893080231085,0.941764378425751,0.8638359146067167,0.9990316789355934
ISIC_0015469.jpg,0.8027627537618401,0.8905916788958597,0.9838232178783914,0.8247332300720435,0.997625555344276
ISIC_0015470.jpg,0.8212739706854383,0.9018675761081141,0.9066962173165151,0.9225164393689368,0.8929593884145357
ISIC_0015473.jpg,0.8806456851160102,0.9365354591624592,0.980816922509193,0.9961820369917749,0.9782722419083337
